# Course FFC: ouistreham
# Saison: cx-25-26
# Nombre total de résultats: 512
coureur,position,nb_participants,categorie,date_course
EL BENNANI ELIAS,78,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GNILKA JANN,79,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
PICAUD MARIUS,80,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ROUSSEL NATHAN,81,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ROBIC ARMAND,82,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BESNEUX LAURIS,83,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
SIEBOLD ELIOTT,84,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DROBNJAK NAHEL,85,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
POULAIN TIMEO,86,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
AUBIER GAËTAN,87,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
HAQUIN EWEN,88,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DECROMBECQUE TOM,89,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
D'AGOSTIN TIZIO,90,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CHOUQUARD EDEN,91,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BOURGUIN GERMAIN,92,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
ORTEGA MARTIN CLEMENT,93,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CRON TOM,94,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DROUET ANTOINE,95,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
TOUCHEFEU MALO,96,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
PAGET MILO,97,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
HUBY PIERRE,98,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DUBOSQ MAËL,99,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
VALAT MALONE,100,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BRUNO NATHAN,101,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
PTAK MORGAN,102,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
QUENISSET HUGO,103,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DE RIEMAECKER TOM,104,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
MILESI LUCA,105,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
PIBALEAU K.,106,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GONTHIER CLÉMENT,107,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
FOURNIER NATAN,108,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
MONGREVILLE PIERRE,109,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DEVOS LOUIS,110,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CHAUVEL NATHAN,111,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BOISLORET KÉZIAN,112,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LAVILLONNIERE LÉOPOLD,113,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DA SILVA THOMAS,114,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GROSJEAN MARCEL,115,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CORBET ELOUAN,116,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DENOMMEY MAEL,117,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
HARING LENZ,118,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LEMER CLÉMENT,119,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BARBEY POINT MATTHIAS,120,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
DEFRANCQ ROBIN,121,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CLEMENTE RAPHAEL,122,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
GINEYS EMILIEN,123,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
BOUCHERIE GAËL,124,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
CHAUVIRE NOAH,125,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
MATHIEU JULES,126,126,Classement général individuel (épreuve de 1 jour) : U17 HOMMES,
LE GUILLOUX LANA,1,44,U17 FEMMES,
GRAS EVA,2,44,U17 FEMMES,
OHL LOUISON,3,44,U17 FEMMES,
MESNARD JUSTINE,4,44,U17 FEMMES,
FAMY LOUANE,5,44,U17 FEMMES,
DELBARRE ANAÏS,6,44,U17 FEMMES,
BRUYERE JOUMARD LUCILE,7,44,U17 FEMMES,
MARTIN EMELINE,8,44,U17 FEMMES,
BARRIER PAIVA THAÏS,9,44,U17 FEMMES,
ABASSI ROUAULT LAOZA,10,44,U17 FEMMES,
CROSNIER BOULEAU ANDY,11,44,U17 FEMMES,
ROUBOT ENOLA,12,44,U17 FEMMES,
BEAUCE ELENA,13,44,U17 FEMMES,
DESGROUSILLIERS EVA,14,44,U17 FEMMES,
DE ZAN JADE,15,44,U17 FEMMES,
KLEINCLAUSS COLINE,16,44,U17 FEMMES,
LANGELLA LEA,17,44,U17 FEMMES,
RICHIARDI EMA,18,44,U17 FEMMES,
RICHIARDI EVE,19,44,U17 FEMMES,
MATHELIN CÉLIA,20,44,U17 FEMMES,
LOHEZIC LE PALLEC LÉA,21,44,U17 FEMMES,
BEUVE MAËLYS,22,44,U17 FEMMES,
BRACHET JEANNE,23,44,U17 FEMMES,
GHENASSIA HÉLOÏSE,24,44,U17 FEMMES,
LEHERLE PAULINE,25,44,U17 FEMMES,
CHILAUD MANON,26,44,U17 FEMMES,
CAVEL JADE,27,44,U17 FEMMES,
ROINARD JADE,28,44,U17 FEMMES,
MONTEGUT KOYUKI,29,44,U17 FEMMES,
GSELL MATHILDE,30,44,U17 FEMMES,
CHEDALEUX ALANA,31,44,U17 FEMMES,
GUILMET LILY,32,44,U17 FEMMES,
LEPRESTRE EMMA,33,44,U17 FEMMES,
TETU PAULINE,34,44,U17 FEMMES,
POIRIER LOUNA,35,44,U17 FEMMES,
CAVEL AMBRE,36,44,U17 FEMMES,
MONGREVILLE PAULINE,37,44,U17 FEMMES,
PFIRSCH MAILYS,38,44,U17 FEMMES,
BABY LOUNA,39,44,U17 FEMMES,
MARTIN ADÉLIE,40,44,U17 FEMMES,
GAUDIN ANAELLE,41,44,U17 FEMMES,
ANDRIEUX MALOU,42,44,U17 FEMMES,
GUY MAUREEN,43,44,U17 FEMMES,
LEBOUCHER LOUNA,44,44,U17 FEMMES,
